phylum,class,genus,species,form,sample,img_path
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert_200x_3_208.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert_200x_4_208.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_wtmt2_0_254.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_wtmt2_1_254.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_wtmt2_2_254.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_wtmt2_3_254.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_wtmt2_4_254.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandE_0_83.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandE_1_83.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandE_2_83.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandE_3_83.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandE_4_83.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_trichiura_egg2_0_242.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_trichiura_egg2_1_242.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_trichiura_egg2_2_242.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_trichiura_egg2_3_242.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_trichiura_egg2_4_242.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_egg_wtmt4_0_278.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_egg_wtmt4_1_278.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_egg_wtmt4_2_278.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_egg_wtmt4_3_278.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_egg_wtmt4_4_278.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_wtmt_0_12.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_wtmt_1_12.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_wtmt_2_12.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_wtmt_3_12.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_wtmt_4_12.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Henry1_0_163.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Henry1_1_163.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Henry1_2_163.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Henry1_3_163.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Henry1_4_163.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert2_decort_200x_0_210.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert2_decort_200x_1_210.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert2_decort_200x_2_210.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert2_decort_200x_3_210.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert2_decort_200x_4_210.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersA_0_46.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersA_1_46.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersA_2_46.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersA_3_46.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersA_4_46.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry4_0_174.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry4_1_174.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry4_2_174.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry4_3_174.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry4_4_174.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinC_0_73.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinC_1_73.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinC_2_73.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinC_3_73.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinC_4_73.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt_0_288.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt_1_288.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt_2_288.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt_3_288.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt_4_288.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_unfert2_200x_0_198.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_unfert2_200x_1_198.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_unfert2_200x_2_198.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_unfert2_200x_3_198.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_unfert2_200x_4_198.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinC_0_57.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinC_1_57.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinC_2_57.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinC_3_57.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinC_4_57.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_giemsa_0_314.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_giemsa_1_314.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_giemsa_2_314.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_giemsa_3_314.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_giemsa_4_314.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinD_0_53.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinD_1_53.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinD_2_53.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinD_3_53.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinD_4_53.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinA_0_77.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinA_1_77.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinA_2_77.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinA_3_77.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinA_4_77.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry3_0_173.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry3_1_173.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry3_2_173.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry3_3_173.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_Henry3_4_173.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Mike2_0_168.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Mike2_1_168.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Mike2_2_168.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Mike2_3_168.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_UV_Mike2_4_168.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wetmount_HB1_0_159.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wetmount_HB1_1_159.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wetmount_HB1_2_159.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wetmount_HB1_3_159.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wetmount_HB1_4_159.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_VT_0_312.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_VT_1_312.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_VT_2_312.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_VT_3_312.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_VT_4_312.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric_0_14.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric_1_14.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric_2_14.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric_3_14.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric_4_14.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thickA_0_98.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thickA_1_98.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thickA_2_98.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thickA_3_98.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thickA_4_98.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thinF_0_97.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thinF_1_97.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thinF_2_97.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thinF_3_97.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thinF_4_97.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehisto_cyst_tric_0_8.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehisto_cyst_tric_1_8.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehisto_cyst_tric_2_8.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehisto_cyst_tric_3_8.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehisto_cyst_tric_4_8.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry2_0_177.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry2_1_177.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry2_2_177.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry2_3_177.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry2_4_177.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickE_0_39.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickE_1_39.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickE_2_39.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickE_3_39.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickE_4_39.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_inworm_0_253.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_inworm_1_253.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_inworm_2_253.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_inworm_3_253.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_inworm_4_253.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric2_0_299.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric2_1_299.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric2_2_299.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric2_3_299.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric2_4_299.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandC_0_85.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandC_1_85.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandC_2_85.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandC_3_85.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_bandC_4_85.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickA_0_118.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickA_1_118.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickA_2_118.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickA_3_118.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickA_4_118.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cparvum_trichrome2_BAM_0_144.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cparvum_trichrome2_BAM_1_144.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cparvum_trichrome2_BAM_2_144.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cparvum_trichrome2_BAM_3_144.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cparvum_trichrome2_BAM_4_144.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric4_0_20.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric4_1_20.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric4_2_20.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric4_3_20.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric4_4_20.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinC_0_114.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinC_1_114.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinC_2_114.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinC_3_114.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinC_4_114.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric2_0_15.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric2_1_15.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric2_2_15.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric2_3_15.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehistdisp_troph_tric2_4_15.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_and_Ecoli_HB_0_243.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_and_Ecoli_HB_1_243.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_and_Ecoli_HB_2_243.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_and_Ecoli_HB_3_243.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,./train/Trichuris Trichuria/Trichuris_and_Ecoli_HB_4_243.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/Hnana_egg_tric2_OR_0_283.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/Hnana_egg_tric2_OR_1_283.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/Hnana_egg_tric2_OR_2_283.jpg
